Product_Price,Discount_Rate,Product_Rating,Number_of_Reviews,Stock_Availability,Days_to_Deliver,Return_Rate,Category_ID
199.67141530112326,0.1770236095385294,4.41107090511057,62.0,1.0,9.0,0.18511563152054977,5.0
136.17356988288154,0.041466975212824844,3.033533568980212,201.0,1.0,3.0,0.3846390381981175,10.0
214.76885381006923,0.2761974130074415,2.8668809113138582,479.0,1.0,19.0,0.05641013710909868,4.0
302.30298564080255,0.09425356031693806,4.47347279615823,252.0,1.0,11.0,,7.0
126.58466252766641,0.4118445340829866,3.553081672510545,671.0,1.0,14.0,0.6721629420243134,6.0
126.58630430508194,0.5157009792685964,1.8740221815548985,303.0,,2.0,0.11437040032755134,7.0
307.92128155073914,0.6342283268293691,,350.0,1.0,7.0,0.1728748848123761,6.0
226.74347291529088,0.27170217319000567,3.3660095377840427,330.0,1.0,10.0,0.09189334941316038,2.0
103.0525614065048,0.16115555595365097,5.0,179.0,1.0,10.0,0.533084660686317,7.0
204.25600435859647,0.3019616530585536,5.0,350.0,1.0,20.0,0.4808625580481529,8.0
103.65823071875377,0.24747616586330073,2.7989904555171856,,1.0,1.0,0.0926540476689371,7.0
103.42702464297432,0.2773672197869529,4.833189864363147,589.0,1.0,,0.33899030836521676,4.0
174.1962271566034,0.47222499596045936,3.1485574501363187,451.0,0.0,21.0,0.44289599776041666,4.0
5.0,0.21903951367592533,1.933299413196058,84.0,0.0,14.0,0.601067151278191,5.0
5.0,0.25130404126245265,3.3754018339778575,438.0,1.0,27.0,0.12006930940621281,9.0
93.77124707590272,0.13449891422559376,4.197637501776279,3.0,1.0,2.0,0.19458754463426903,5.0
48.71688796655762,0.2575375190463321,3.337263352003662,73.0,1.0,6.0,0.2527507973557247,2.0
181.4247332595274,0.5758311543371692,3.4929516590748984,20.0,1.0,1.0,0.4399909462487144,5.0
,0.17478898807467766,4.9435660449286125,454.0,1.0,3.0,0.16813574981539248,3.0
8.769629866470865,0.4404393990716352,,423.0,1.0,4.0,0.13425241327172205,10.0
296.56487689215544,0.23996872315505707,2.9567016887150475,504.0,1.0,13.0,0.28703421544639246,8.0
127.42236995134644,0.4457504855829945,4.502030323667326,1.0,1.0,3.0,0.23653239728310446,10.0
156.75282046879238,0.41814573239418396,3.997675566954245,208.0,1.0,15.0,0.2868819647653873,10.0
,0.12477872464880943,1.278395198537957,366.0,1.0,13.0,0.30738705769730335,2.0
95.56172754748174,0.4135696874278296,4.228352913771449,50.0,1.0,22.0,0.24485279751071345,4.0
161.09225897098662,0.08552216071945434,4.191828707716102,314.0,1.0,11.0,0.27573306803753134,
34.90064225776972,0.10238495285184403,3.8201211295808597,26.0,1.0,4.0,0.6981797231269743,4.0
187.5698018345672,0.22850508874050057,4.691700581069575,,1.0,30.0,0.4219296333464862,5.0
89.9361310081195,0.5466614162505907,3.1276064156734975,193.0,1.0,17.0,0.23480825954433687,10.0
120.83062502067233,,4.136499788820901,318.0,1.0,5.0,0.4392427423256399,4.0
89.82933877706031,,2.233040628832647,47.0,1.0,21.0,0.5290084460377669,3.0
335.2278184508938,0.05369951548994858,4.207090383398832,61.0,,25.0,0.165657093515233,1.0
148.6502775262066,0.3806987361056626,5.0,68.0,1.0,24.0,,4.0
44.22890710440997,,2.805143647532459,81.0,1.0,8.0,0.6231222128519216,9.0
232.25449121031892,0.3066911814390244,3.040197868012225,77.0,1.0,21.0,0.5038987541552962,1.0
27.915635002897773,0.34303308364673246,3.0899845571084477,150.0,1.0,24.0,0.5549921497558848,7.0
170.88635950047555,0.47611454437072104,3.929998225801595,318.0,0.0,30.0,0.589093179642019,3.0
5.0,0.2554704259647891,2.7369637271462817,172.0,1.0,10.0,0.3497992180589406,8.0
17.181395110156956,0.5012006017832084,4.22124737869098,448.0,1.0,7.0,0.33468869239648125,6.0
169.68612358691234,0.15400666296079904,4.646839945469165,381.0,1.0,17.0,0.5246563996006038,1.0
223.84665799954104,0.06323234040516468,4.334347213453784,40.0,1.0,28.0,0.25491221854210955,10.0
167.13682811899704,0.44834545888275384,2.0315845743619274,15.0,,7.0,0.39795540737711155,5.0
138.43517176117595,0.10997586339778063,4.795167665158606,630.0,1.0,27.0,0.490454052898386,8.0
119.88963044107112,0.29980310270744265,4.737367414253679,24.0,1.0,24.0,0.34542058470190873,3.0
